VALUE,BPS_CODE,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,FRG_NEW
1809,13520,13520_53_54_57_59_60_61,Southern Appalachian Montane Pine Forest and Woodland,Conifer,88,101,5,5,6,5,89,I-A
1812,14710,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Riparian,613,392,121,80,13,21,66,III-A
1813,14720,14720_53_54_57_59_60,Central Interior and Appalachian Riparian Systems,Riparian,997,NA,202,168,17,NA,83,III-B
1814,13090,13090_53_57,Southern Appalachian Northern Hardwood Forest,Hardwood,681,665,341,169,25,25,50,III-B
1817,13170,13170_57_61,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,123,59,15,11,9,18,73,I-B
1819,13200,13200_48_57_61,Central and Southern Appalachian Montane Oak Forest,Hardwood,147,95,33,21,14,22,64,I-C
1820,13210,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Hardwood,869,534,86,68,8,13,79,III-A
1821,13500,13500_57,Central and Southern Appalachian Spruce-Fir Forest,Conifer,1000,1155,NA,536,54,46,NA,V-B
1825,13760,13760_48_53_57_61,Southern Ridge and Valley/Cumberland Dry Calcareous Forest,Hardwood,187,109,8,7,4,6,90,I-B
1826,14140,14140_57,Southern Appalachian Grass and Shrub Bald,Grassland,280,341,NA,154,55,45,NA,III-B
1840,13030,13030_60,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,7,17,15,4,53,22,25,I-A
1841,13160,13160_60,Southern Piedmont Mesic Forest,Hardwood,499,355,52,41,8,12,80,III-A
1842,13240,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,48,44,4,4,8,8,84,I-A
1848,13550,13550_60_65,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer,77,31,12,8,10,25,65,I-B
1851,13690,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,8,3,89,I-B
1852,13700,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,NA,531,53,47,NA,V-B
1853,13750,13750_60,Eastern Serpentine Woodland,Hardwood-Conifer,87,56,5,5,6,8,86,I-A
1854,13770,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,46,50,4,III-B
1855,13790,13790_60_65,Northern Atlantic Coastal Plain Maritime Forest,Hardwood-Conifer,74,160,9,7,10,5,85,I-B
1856,14000,14000_60_61,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1583,4,78,21,1,II-A
1857,14360,14360_60,Northern Atlantic Coastal Plain Dune and Swale,Grassland,8,14,NA,5,63,37,NA,I-A
1860,14680,14680_60,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall,Riparian,98,28,14,8,8,30,62,I-B
1865,14790,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,NA,1353,578,57,NA,43,V-B
1867,14900,14900_60,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,5,294,NA,5,98,2,NA,II-A
1870,13030,13030_61_63_64_65_66,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,24,9,6,14,23,63,I-B
1876,13210,13210_61_63,South-Central Interior Mesophytic Forest,Hardwood,847,573,102,78,9,14,77,III-A
1877,13400,13400_61,Appalachian Shale Barrens,Hardwood,NA,1025,NA,1025,NA,100,NA,V-B
1878,13500,13500_61,Central and Southern Appalachian Spruce-Fir Forest,Conifer,834,12028,NA,780,93,7,NA,V-B
1883,13700,13700_53_61_62,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1036,1083,NA,529,51,49,NA,V-B
1888,14720,14720_61_62_63,Central Interior and Appalachian Riparian Systems,Riparian,1001,NA,200,166,17,NA,83,III-B
1890,13020,13020_63,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,2021,NA,NA,2021,100,NA,NA,V-B
1897,13730,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,NA,NA,1053,100,NA,NA,V-B
1899,14000,14000_63,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1421,4,78,21,1,II-A
1903,14770,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,NA,170,144,15,NA,85,III-B
1907,14940,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,NA,NA,792,100,NA,NA,V-B
1908,15180,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,NA,NA,993,100,NA,NA,V-B
1909,13030,13030_62,Northeastern Interior Dry-Mesic Oak Forest,Hardwood,39,52,8,6,15,11,74,I-B
1911,13130,13130_49_52_62,North-Central Interior Beech-Maple Forest,Hardwood,1026,NA,852,465,45,NA,55,V-A
1912,13170,13170_62,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,37,117,11,8,21,7,72,I-B
1913,13210,13210_62,South-Central Interior Mesophytic Forest,Hardwood,960,798,341,191,20,24,56,III-B
1917,14790,14790_52_62,Central Interior and Appalachian Swamp Systems,Riparian,989,NA,NA,989,100,NA,NA,V-B
1918,14930,14930_52_62,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Riparian,17,NA,NA,17,100,NA,NA,II-C
1920,13020,13020_65_66,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,983,NA,NA,983,100,NA,NA,V-B
1928,13730,13730_65_66,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1127,NA,NA,1127,100,NA,NA,V-B
1929,13740,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,NA,NA,580,100,NA,NA,V-B
1932,14360,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,Grassland,10,17,NA,6,62,38,NA,I-B
1933,14710,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,14,20,66,III-A
1934,14720,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,NA,198,165,17,NA,83,III-B
1939,14900,14900_65_66,Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Riparian,508,NA,NA,508,100,NA,NA,V-B
1942,15260,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,NA,NA,1011,100,NA,NA,V-B
1943,13020,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,2108,NA,NA,2108,100,NA,NA,V-B
1945,13540,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,10,24,66,I-B
1953,13890,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,3351,1795,4331,916,27,51,22,V-B
1954,14000,14000_64,Central Appalachian Alkaline Glade and Woodland,Savanna,5,19,1604,4,78,21,1,II-A
1962,14940,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,794,NA,NA,794,100,NA,NA,V-B
1965,13100,13100_52,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,17,27,56,I-B
1966,13110,13110_52,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,151,11,9,6,6,88,I-B
1968,13940,13940_52,North-Central Interior Oak Savanna,Hardwood,552,187,5,5,1,3,96,I-A
1971,14120,14120_52,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,NA,89,3,96,NA,4,II-A
1972,14210,14210_49_52,Central Tallgrass Prairie,Grassland,4,NA,NA,4,100,NA,NA,II-A
1973,14710,14710_49_52,Central Interior and Appalachian Floodplain Systems,Riparian,NA,426,68,59,NA,14,86,III-A
1980,13440,13440_66,Boreal Jack Pine-Black Spruce Forest,Conifer,214,NA,NA,214,100,NA,NA,V-A
1989,13860,13860_66,Acadian-Appalachian Alpine Tundra,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2000,13050,13050_53,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,2,1007,15,2,88,1,11,II-A
2003,13170,13170_48_53,Allegheny-Cumberland Dry Oak Forest and Woodland,Hardwood,91,1199,6,6,6,1,93,I-B
2004,13180,13180_48_53,Southern and Central Appalachian Cove Forest,Hardwood,555,727,88,69,12,10,78,III-A
2008,13630,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Hardwood,29,16,7,4,15,27,58,I-A
2011,14010,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,18,21,61,I-A
2016,13050,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,61,117,9,7,12,7,81,I-B
2017,13100,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,75,47,23,13,17,27,56,I-B
2018,13110,13110_49,North-Central Interior Dry Oak Forest and Woodland,Hardwood,149,149,11,9,7,6,87,I-B
2020,13140,13140_49,North-Central Interior Maple-Basswood Forest,Hardwood,1030,NA,845,464,45,NA,55,V-A
2021,13210,13210_49,South-Central Interior Mesophytic Forest,Hardwood,708,809,548,223,32,28,40,V-A
2022,13260,13260_49,South-Central Interior/Upper Coastal Plain Flatwoods,Hardwood,128,33,17,10,8,31,61,I-B
2024,13940,13940_44_49,North-Central Interior Oak Savanna,Hardwood,550,189,5,5,1,3,96,I-A
2026,14010,14010_49,Central Interior Highlands Calcareous Glade and Barrens,Grassland,19,16,5,3,18,21,61,I-A
2028,14120,14120_49,North-Central Interior Sand and Gravel Tallgrass Prairie,Grassland,4,NA,87,3,96,NA,4,II-A
2030,14570,14570_49,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,93,120,13,11,11,9,80,I-B
2031,14660,14660_49,Great Lakes Wooded Dune and Swale,Riparian,2663,533,NA,444,17,83,NA,V-A
2032,14690,14690_38_42_49,Eastern Great Plains Floodplain Systems,Riparian,510,76,177,48,10,63,27,III-A
2034,14720,14720_49,Central Interior and Appalachian Riparian Systems,Riparian,996,NA,198,165,17,NA,83,III-B
2038,13080,13080_38_43_44,Crosstimbers Oak Forest and Woodland,Hardwood,157,93,5,5,3,5,92,I-A
2039,13100,13100_38_42_43,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,126,50,76,24,19,49,32,I-C
2040,13110,13110_42_43,North-Central Interior Dry Oak Forest and Woodland,Hardwood,141,111,11,9,7,8,85,I-B
2047,14230,14230_43_44,Southeastern Great Plains Tallgrass Prairie,Grassland,2,80,503,2,97,2,1,II-A
2049,14710,14710_42_43,Central Interior and Appalachian Floodplain Systems,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2050,14880,14880_38_42_43,Eastern Great Plains Wet Meadow-Prairie-Marsh,Grassland,3,NA,NA,3,100,NA,NA,II-A
2057,11500,11500_38,Western Great Plains Tallgrass Prairie,Grassland,5,NA,337,5,98,NA,2,II-A
2058,11620,11620_38,Western Great Plains Floodplain Systems,Riparian,242,94,201,51,21,54,25,III-A
2063,14230,14230_38,Southeastern Great Plains Tallgrass Prairie,Grassland,3,81,487,2,96,3,1,II-A
2066,14950,14950_38,Western Great Plains Depressional Wetland Systems,Riparian,20,NA,NA,20,100,NA,NA,II-C
2067,13050,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,6,199,21,4,77,3,20,II-A
2068,13060,13060_47_48,East Gulf Coastal Plain Northern Loess Plain Oak-Hickory Upland,Hardwood,386,87,9,8,2,10,88,I-B
2070,13100,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Hardwood,162,160,11,9,6,6,88,I-B
2074,13260,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,Hardwood,187,182,5,5,3,3,94,I-A
2076,13530,13530_47,Southern Appalachian Low-Elevation Pine Forest,Conifer,100,1204,2,2,2,1,97,I-A
2080,14130,14130_47,Bluegrass Savanna and Woodland,Hardwood,81,132,62,28,34,21,45,I-C
2081,14180,14180_47,Pennyroyal Karst Plain Prairie and Barrens,Grassland,2,75,22,1,91,2,7,II-A
2082,14270,14270_47,East Gulf Coastal Plain Jackson Plain Prairie and Barrens,Grassland,18,34,12,6,33,17,50,I-B
2083,14570,14570_47_48,South-Central Interior/Upper Coastal Plain Wet Flatwoods,Hardwood,189,118,9,8,4,7,89,I-B
2089,14800,14800_47,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,NA,NA,219,219,NA,NA,100,V-A
2107,13970,13970_48,Nashville Basin Limestone Glade and Woodland,Savanna,40,13,5,3,9,27,64,I-A
2109,14080,14080_48,Alabama Ketona Glade and Woodland,Hardwood,19,16,5,3,18,21,61,I-A
2110,14160,14160_48,Western Highland Rim Prairie and Barrens,Grassland,40,26,19,9,21,33,46,I-B
2111,14170,14170_48,Eastern Highland Rim Prairie and Barrens,Grassland,18,34,12,6,33,17,50,I-B
2121,13940,13940_42,North-Central Interior Oak Savanna,Hardwood,530,167,5,5,1,3,96,I-A
2135,13110,13110_44,North-Central Interior Dry Oak Forest and Woodland,Hardwood,107,99,19,14,13,14,73,I-B
2136,13120,13120_44,Ouachita Montane Oak Forest,Hardwood,38,89,6,5,13,6,81,I-A
2142,13710,13710_44,West Gulf Coastal Plain Pine-Hardwood Forest,Hardwood-Conifer,121,52,5,4,4,9,87,I-A
2146,14151,14151_44,Arkansas Valley Prairie and Woodland-Prairie,Grassland,2,344,12,2,82,1,17,II-A
2147,14152,14152_44,Arkansas Valley Prairie and Woodland-Woodland,Grassland,96,14,2,2,3,14,83,I-A
2152,14710,14710_44,Central Interior and Appalachian Floodplain Systems,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2153,14712,14712_44,Central Interior and Appalachian Floodplain Systems-Large Floodplains,Riparian,142,NA,100,59,41,NA,59,III-A
2160,15070,15070_44,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,Hardwood-Conifer,100,1223,2,2,2,1,97,I-A
2161,16380,16380_67,Alaska Arctic Mesic Alder Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2162,16390,16390_67,Alaska Arctic Mesic-Wet Willow Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2163,16821,16821_67,Alaska Arctic Scrub Birch-Ericaceous Shrubland-Infrequent Fire,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2164,16830,16830_67,Alaska Arctic Mesic Sedge-Willow Tundra,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2165,16840,16840_67,Alaska Arctic Mesic Sedge-Dryas Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2166,16850,16850_67,Alaska Arctic Acidic Sparse Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2167,16860,16860_67,Alaska Arctic Non-Acidic Sparse Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2168,16870,16870_67,Alaska Arctic Lichen Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2169,16880,16880_67,Alaska Arctic Acidic Dryas Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2170,16890,16890_67,Alaska Arctic Non-Acidic Dryas Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2171,16902,16902_67,Alaska Arctic Dwarf-Shrubland - Infrequent Fire,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2172,16942,16942_67,Alaska Arctic Tussock Tundra-Infrequent Fire,Grassland,1023,NA,NA,1023,100,NA,NA,V-B
2173,16970,16970_67,Alaska Arctic Pendantgrass Freshwater Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2174,16980,16980_67,Alaska Arctic Wet Sedge Meadow,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2175,16990,16990_67,Alaska Arctic Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2176,17010,17010_67,Alaska Arctic Coastal Sedge-Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2177,17020,17020_67,Alaska Arctic Wet Sedge-Sphagnum Peatland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2178,17030,17030_67,Alaska Arctic Dwarf-Shrub-Sphagnum Peatland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2179,17050,17050_67,Alaska Arctic Sedge Freshwater Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2180,17060,17060_67,Alaska Arctic Polygonal Ground Wet Sedge Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2181,17080,17080_67,Alaska Arctic Polygonal Ground Shrub-Tussock Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2182,17090,17090_67,Alaska Arctic Marine Beach and Beach Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2183,17110,17110_67,Alaska Arctic Tidal Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2185,17150,17150_67,Alaska Arctic Floodplain,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2186,16011,16011_68,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,150,333,NA,104,69,31,NA,IV-B
2187,16030,16030_68,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,150,364,NA,106,71,29,NA,IV-B
2188,16041,16041_68,Western North American Boreal Mesic Black Spruce Forest-Boreal,Conifer,112,206,NA,73,65,35,NA,III-A
2189,16050,16050_68,Western North American Boreal Mesic Birch-Aspen Forest,Hardwood,191,503,NA,138,73,27,NA,IV-B
2190,16070,16070_68,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2191,16141,16141_68,Western North American Boreal Montane Floodplain Forest and Shrubland-Boreal,Conifer-Hardwood,5000,312,NA,294,6,94,NA,V-A
2192,16150,16150_68,Western North American Boreal Lowland Large River Floodplain Forest and Shrubland,Conifer-Hardwood,9999,303,NA,294,3,97,NA,V-A
2193,16170,16170_68,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2194,16211,16211_68,Western North American Boreal Black Spruce Dwarf-tree Peatland-Boreal Complex,Peatland Forest,134,728,NA,113,84,16,NA,IV-B
2195,16220,16220_68,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,164,141,NA,76,46,54,NA,III-A
2196,16300,16300_68,Western North American Boreal Wet Black Spruce-Tussock Woodland,Peatland Forest,152,667,NA,124,81,19,NA,IV-B
2197,16380,16380_68,Alaska Arctic Mesic Alder Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2198,16390,16390_68,Alaska Arctic Mesic-Wet Willow Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2199,16821,16821_68,Alaska Arctic Scrub Birch-Ericaceous Shrubland - Infrequent Fire,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2200,16822,16822_68,Alaska Arctic Scrub Birch-Ericaceous Shrubland-Frequent Fire,Shrubland,252,NA,NA,252,100,NA,NA,V-A
2201,16830,16830_68,Alaska Arctic Mesic Sedge-Willow Tundra,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2202,16840,16840_68,Alaska Arctic Mesic Sedge-Dryas Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2203,16850,16850_68,Alaska Arctic Acidic Sparse Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2204,16860,16860_68,Alaska Arctic Non-Acidic Sparse Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2205,16870,16870_68,Alaska Arctic Lichen Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2206,16880,16880_68,Alaska Arctic Acidic Dryas Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2207,16890,16890_68,Alaska Arctic Non-Acidic Dryas Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2208,16901,16901_68,Alaska Arctic Dwarf-Shrubland-Frequent Fire,Shrubland,249,NA,NA,249,100,NA,NA,V-A
2209,16902,16902_68,Alaska Arctic Dwarf-Shrubland - Infrequent Fire,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2210,16941,16941_68,Alaska Arctic Tussock Tundra-Frequent Fire,Grassland,255,NA,NA,255,100,NA,NA,V-A
2211,16942,16942_68,Alaska Arctic Tussock Tundra - Infrequent Fire,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2212,16970,16970_68,Alaska Arctic Pendantgrass Freshwater Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2213,16980,16980_68,Alaska Arctic Wet Sedge Meadow,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2214,16990,16990_68,Alaska Arctic Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2215,17010,17010_68,Alaska Arctic Coastal Sedge-Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2216,17020,17020_68,Alaska Arctic Wet Sedge-Sphagnum Peatland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2217,17030,17030_68,Alaska Arctic Dwarf-Shrub-Sphagnum Peatland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2218,17040,17040_68,Alaska Arctic Permafrost Plateau Dwarf-Shrub Lichen Tundra,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2219,17050,17050_68,Alaska Arctic Sedge Freshwater Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2220,17060,17060_68,Alaska Arctic Polygonal Ground Wet Sedge Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2221,17080,17080_68,Alaska Arctic Polygonal Ground Shrub-Tussock Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2222,17110,17110_68,Alaska Arctic Tidal Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2224,17130,17130_68,Alaska Arctic Active Inland Dune,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2225,17140,17140_68,Alaska Arctic Large River Floodplain,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2226,17150,17150_68,Alaska Arctic Floodplain,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2227,16011,16011_69,Western North American Boreal Treeline White Spruce Woodland-Boreal,Conifer,150,333,NA,104,69,31,NA,IV-B
2228,16030,16030_69,Western North American Boreal White Spruce-Hardwood Forest,Conifer-Hardwood,150,364,NA,106,71,29,NA,IV-B
2229,16041,16041_69,Western North American Boreal Mesic Black Spruce Forest-Boreal,Conifer,112,206,NA,73,65,35,NA,III-A
2230,16050,16050_69,Western North American Boreal Mesic Birch-Aspen Forest,Hardwood,191,503,NA,138,73,27,NA,IV-B
2232,16070,16070_69,Western North American Boreal Subalpine Balsam Poplar-Aspen Woodland,Hardwood,NA,NA,NA,NA,NA,NA,NA,NA
2233,16090,16090_69,Alaska Sub-boreal Mesic Subalpine Alder Shrubland,Shrubland,833,NA,NA,833,100,NA,NA,V-B
2234,16101,16101_69,Western North American Boreal Mesic Scrub Birch-Willow Shrubland - Boreal,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2235,16110,16110_69,Western North American Sub-boreal Mesic Bluejoint Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2236,16120,16120_69,Western North American Boreal Dry Grassland,Grassland,143,201,NA,83,58,42,NA,III-A
2237,16141,16141_69,Western North American Boreal Montane Floodplain Forest and Shrubland-Boreal,Conifer-Hardwood,5000,312,NA,294,6,94,NA,V-A
2238,16170,16170_69,Western North American Boreal Shrub and Herbaceous Floodplain Wetland,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2239,16211,16211_69,Western North American Boreal Black Spruce Dwarf-tree Peatland-Boreal Complex,Peatland Forest,134,728,NA,113,84,16,NA,IV-B
2240,16220,16220_69,Western North American Boreal Black Spruce Wet-Mesic Slope Woodland,Peatland Forest,NA,NA,NA,NA,NA,NA,NA,NA
2241,16240,16240_69,Western North American Boreal Deciduous Shrub Swamp,Riparian,496,NA,NA,496,100,NA,NA,V-A
2242,16280,16280_69,Western North American Boreal Low Shrub-Tussock Tundra,Peatland non-forest,180,9999,NA,177,98,2,NA,IV-B
2243,16290,16290_69,Western North American Boreal Tussock Tundra,Peatland non-forest,175,NA,NA,175,100,NA,NA,IV-B
2244,16300,16300_69,Western North American Boreal Wet Black Spruce-Tussock Woodland,Peatland Forest,152,667,NA,124,81,19,NA,IV-B
2245,16310,16310_69,Western North American Boreal Alpine Dwarf-Shrub Summit,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2246,16330,16330_69,Western North American Boreal Alpine Mesic Herbaceous Meadow,Grassland,400,NA,NA,400,100,NA,NA,V-A
2247,16351,16351_69,Western North American Boreal Alpine Ericaceous Dwarf-Shrubland-Complex,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2248,16371,16371_69,Western North American Boreal Alpine Floodplain - Lower Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2249,16372,16372_69,Western North American Boreal Alpine Floodplain - Higher Elevations,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2250,16380,16380_69,Alaska Arctic Mesic Alder Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2251,16390,16390_69,Alaska Arctic Mesic-Wet Willow Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2252,16822,16822_69,Alaska Arctic Scrub Birch-Ericaceous Shrubland - Frequent Fire,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2253,16830,16830_69,Alaska Arctic Mesic Sedge-Willow Tundra,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2254,16840,16840_69,Alaska Arctic Mesic Sedge-Dryas Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2255,16850,16850_69,Alaska Arctic Acidic Sparse Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2256,16860,16860_69,Alaska Arctic Non-Acidic Sparse Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2257,16870,16870_69,Alaska Arctic Lichen Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2258,16880,16880_69,Alaska Arctic Acidic Dryas Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2259,16890,16890_69,Alaska Arctic Non-Acidic Dryas Dwarf-Shrubland,Shrubland,NA,NA,NA,NA,NA,NA,NA,NA
2260,16901,16901_69,Alaska Arctic Dwarf-Shrubland-Frequent Fire,Shrubland,249,NA,NA,249,100,NA,NA,V-A
2261,16941,16941_69,Alaska Arctic Tussock Tundra-Frequent Fire,Grassland,255,NA,NA,255,100,NA,NA,V-A
2262,16970,16970_69,Alaska Arctic Pendantgrass Freshwater Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2263,16980,16980_69,Alaska Arctic Wet Sedge Meadow,Peatland non-forest,NA,NA,NA,NA,NA,NA,NA,NA
2264,16990,16990_69,Alaska Arctic Mesic Herbaceous Meadow,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2265,17050,17050_69,Alaska Arctic Sedge Freshwater Marsh,Riparian,NA,NA,NA,NA,NA,NA,NA,NA
2266,17060,17060_69,Alaska Arctic Polygonal Ground Wet Sedge Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
2267,17080,17080_69,Alaska Arctic Polygonal Ground Shrub-Tussock Tundra,Grassland,NA,NA,NA,NA,NA,NA,NA,NA
